,baseMean,log2FoldChange,lfcSE,pvalue,padj,FDR_corrected_pvals
Stmn4,1.69519361999065,0.0084095732187046,0.529696998600269,0.912677624348617,,0.968634811572907
Stn1,387.945327732834,-0.524056393350629,0.209268271630579,0.0064469596735663,0.0242526205524147,0.02744581051931687
Stom,11599.0467847886,0.0259560420111086,0.0573772579532414,0.655761327606642,0.815240424685777,0.8433876450079149
Stoml1,514.114191335424,0.298250836232676,0.217811994919485,0.133647453054249,0.290703274708934,0.32338363341981036
Stoml2,1612.0860437297,0.16534975830951,0.131375732692682,0.19352599374499,0.379556300079956,0.41784109727401636
Ston1,63.9318014792724,0.0698323098866638,0.372294283874348,0.798147313855019,0.90438068566039,0.9214662121330477
Ston2,30.5603149167218,0.125632214471557,0.502958504687982,0.550775076889237,0.740778113757931,0.7743759991713548
Stox2,12.2446370547337,0.669361230002527,1.04481879833424,0.0330659207426779,0.0971479050325143,0.10989631110153335
Stra6l,430.204470152938,0.899285475851586,0.239940458058063,4.44355545424367e-05,0.0002706157290849,0.0003062459996007167
Strada,514.456208602737,-0.593205332423603,0.176299243835793,0.0003624807939969,0.001869928897618,0.0021161306712277487
Stradb,323.468575705747,-0.211508898822724,0.224396831359013,0.29693634744516,0.504951112640647,0.5447630176487505
Strap,3464.84368037623,-0.0133661397485198,0.0820029391339772,0.868175272747412,0.938569529868275,0.9509769991486573
Strbp,112.054709412888,-0.0181083527476865,0.360196677420326,0.942686636028736,0.973613488755071,0.9801050153109954
Strc,2.09395868230348,0.0611217534355572,0.536741690557605,0.478630365937846,,0.7196594218328347
Strip1,1514.05990561293,0.0030588945738024,0.117386014841814,0.978852734547124,0.992884828021429,0.9992841957995308
Strip2,10.5829709292068,0.0989266024366302,0.504846406342365,0.611395843276274,0.785438689728252,0.8159527781274677
Strn,1205.47279003392,-0.191678601615007,0.152493119555006,0.187981222401,0.371686812631454,0.4098119190649127
Strn3,1305.72696010777,0.290918310054848,0.11922711280677,0.0122519572964243,0.0421790057367057,0.0477324500600228
Strn4,2355.81208228918,-0.108832164239823,0.101054278212754,0.269874247178656,0.474676314970908,0.5145761394201045
Stt3a,7677.58661904368,0.0215590302980723,0.111116925494676,0.847587444754208,0.929748457037013,0.9439448165724241
Stt3b,5360.61461964246,0.103789072338134,0.0707648665199698,0.138464642053308,0.298619591658204,0.332052831534998
Stub1,2516.27455743156,0.0693300253157016,0.112735129055639,0.531236959595528,0.726371809015035,0.7609392564090172
Stx11,1008.45489600821,0.862663736628678,0.159453233431606,1.80991822147474e-08,1.67891987215214e-07,1.8999726890798247e-07
Stx12,2931.97906403032,-0.0267215869268476,0.0831638256069104,0.744127380867142,0.870800757317833,0.8928076513351954
Stx16,1353.44677722316,-0.410177674043372,0.125144977922017,0.0007218767014407,0.0034896441878038,0.003949103683509085
Stx17,671.359149414857,-0.177122660546191,0.155479523675039,0.232319228442196,0.430416067883901,0.47052725948433777
Stx18,771.851692617716,0.104425146117484,0.140460711578917,0.443273546745371,0.651808043287894,0.6896967188174422
Stx19,7.35647982629814,0.209885605773002,0.564881568984568,0.215113976621226,0.40875954613274,0.44813676446164413
Stx1a,17.9090217140815,-0.225811015604601,0.521138829068804,0.341525482889566,0.552021586400231,0.5910436985752682
Stx2,2865.37764222541,-0.183664891789684,0.128575000780527,0.140047013216959,0.301178288389822,0.3346355835590793
Stx3,1297.96632613407,-0.214989388093919,0.12426657913567,0.0743560461125509,0.185896225063309,0.20900259256940915
Stx4a,2486.83522956183,-0.115330347585485,0.0965542508444878,0.223105219891222,0.419231683572772,0.45895321611271095
Stx5a,1451.64842757375,0.152686181342793,0.124028463288821,0.205932058754679,0.395661077271398,0.43479596805501025
Stx6,1277.52021766048,0.156980938176291,0.115838030343554,0.163598696155571,0.336709351640297,0.3726256746826051
Stx7,4866.27027531994,-0.073314556702711,0.0857985943676571,0.386192073406055,0.599504082931256,0.6374575969087865
Stx8,996.821104281474,0.358959380683199,0.188269017302471,0.0414415083831036,0.116706713630536,0.13190757371979522
Stxbp1,1636.6633489317,0.241019472845765,0.109256750004692,0.024171655452688,0.0749385356433141,0.0847879421910099
Stxbp2,5551.39308809898,0.504445485629012,0.133086398933116,8.87021840463458e-05,0.0005148517077058,0.0005826389929576075
Stxbp3,2472.10290844107,0.648816628395564,0.104853071803876,2.6919460145956303e-10,2.9568646007251502e-09,3.3461763600923014e-09
Stxbp4,123.760721245227,0.098737822879441,0.341449702250131,0.710509020320509,0.849962548253197,0.8758501570841961
Stxbp5,2572.40225814278,-0.256613687593172,0.0987580069204666,0.0080866267062455,0.0294733713661031,0.03335394474717838
Stxbp6,7.46055532009933,-0.371226230568188,0.7226372161146,0.0225404676695001,0.0705137023763327,0.07978139214599377
Styk1,46.4845423724192,3.93322622854364,1.07916535561477,1.20506233465045e-05,7.94922439348842e-05,8.995848758186889e-05
Styx,705.099849588854,0.0809834702336491,0.190142991059541,0.65105893566312,0.811982258422942,0.8402901744040988
Sub1,2274.3247520755,0.0639501838414422,0.122106617678083,0.591625098423209,0.772831240109246,0.8039003705172822
Sucla2,1753.12143872674,-0.0420593701869092,0.10450120964804,0.691304935064805,0.838461450780585,0.8648721576975279
Suclg1,1982.88982728641,0.0643393255715617,0.112493923085806,0.559457910453835,0.747828239322923,0.7805841143020684
Suclg2,680.529280428529,-0.110989656351099,0.228624737495022,0.589090695021525,0.771088225654266,0.8022762061631364
Sucnr1,7.23128246973557,-0.0199842735225796,0.504636795842764,0.905259853827109,0.95678010165137,0.9659219871342137
Suco,1267.41370270262,0.866706473738136,0.115346783474032,1.67488940042962e-14,2.49804827928783e-13,2.826950580176112e-13
Suds3,1789.77769093192,-0.267583777718439,0.0997747984927284,0.0062006166628947,0.0234691273799662,0.026559159730065954
Sufu,597.889706702424,-0.0898029591467285,0.167985345787606,0.574756419342155,0.761320801693706,0.7929961945339431
Sugct,19.2299796042742,-0.103525619774296,0.46557796652793,0.665836220199403,0.821921974837189,0.8501844075467568
Sugp1,916.92221767623,-0.0694990287156447,0.137773576620582,0.601099924230724,0.779373423659987,0.810371502312061
Sugp2,911.215126501769,-0.111061876929731,0.155915538986976,0.456518662464186,0.664150178069012,0.701985110127137
Sugt1,1480.2374377127,-0.059844662201999,0.12012971687002,0.601254104870813,0.779452807618209,0.810459651538985
Sulf1,8.99260091671693,0.124643111028154,0.538088342117508,0.36341978312411,0.574291592465678,0.6125548253636849
Sulf2,310.812529830729,-2.28167191335399,0.239704320675095,1.32301430366333e-22,2.9468545536794003e-21,3.3348483531285343e-21
Sult1a1,32.0949620200967,-0.389524569076807,0.603946254289063,0.154662223912861,0.323552861989322,0.35860806018637237
Sult2b1,7.52790271303453,-0.0966978408154296,0.52512691111189,0.512258482097928,0.710455674004538,0.7459856223818245
Sult4a1,1.69991382790228,0.040536630390377,0.534251005165311,0.709393738414154,,0.8751019346903177
Sult5a1,6.10475259132079,0.180343749479981,0.546342863826508,0.297830156283352,0.505736149965245,0.5455307980183198
