"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1700049E17Rik2",3.21646801827601,-0.0760502111684242,0.322696502553239,0.0347339065093377,NA
"1700052K11Rik",154.763320891718,0.738278723761905,0.28369587496636,0.0010655075697504,0.0320986721638681
"1700054O19Rik",3.51501653894781,0.000498740627883032,0.299626423824321,0.997029769609297,NA
"1700055D18Rik",10.1236896694668,-0.053851327598348,0.305090915999954,0.504963290179994,0.714553447548575
"1700056E22Rik",7.90042976249057,0.159427260607247,0.33638748639664,0.190521615721483,NA
"1700056N10Rik",2.88339074870552,-0.00346319739859477,0.302841827470169,0.957094267364295,NA
"1700058P15Rik",5.54056607909516,-0.0930042694619101,0.316603492780431,0.277693082560195,NA
"1700060J05Rik",4.34722562199257,-0.026645546530648,0.307730615756567,0.57620064125238,NA
"1700061G19Rik",5.28442045091725,-0.0643106741708173,0.3114580825277,0.35735176247405,NA
"1700063D05Rik",14.0304872276226,0.00645408017871138,0.284956180370986,0.956128853754604,0.979506699090547
"1700065D16Rik",13.7171395797706,-0.0502371022228072,0.308394336955938,0.447707390020689,0.670810258071248
"1700066B19Rik",4.10462487192216,0.0573079510772697,0.309926494943568,0.394039963627951,NA
"1700066M21Rik",295.045752149177,-0.443046220772391,0.219152478293986,0.0115072674341823,0.105152616208907
"1700067K01Rik",14.2142600046753,0.179565512802785,0.345051499115546,0.171496441962212,0.399286963313448
"1700069B07Rik",13.1771272907245,-0.0992522668870991,0.313743528315107,0.316736514978111,0.555857289646845
"1700071M16Rik",3.96299217734265,0.0168060667772524,0.306480782535425,0.738812706538238,NA
"1700081N11Rik",3.19217165182286,0.0343763049948747,0.304275892002792,0.623749326428805,NA
"1700082M22Rik",2.96123088447736,-0.0486030042715649,0.307132362958827,0.485650090096584,NA
"1700084E18Rik",22.7940124658393,0.272800996111805,0.480491224281772,0.024327830558272,0.151359184551764
"1700086O06Rik",74.9325340893749,0.504784781615671,0.836854438081602,0.0210784147875609,0.141079201713834
"1700086P04Rik",16.813648644321,-0.0222667582881431,0.286828259197936,0.83663946386059,0.919762200637064
"1700088E04Rik",45.8381930445729,0.204783114125947,0.370876698608837,0.115892858689817,0.328555729032689
"1700092M07Rik",3.0760848943007,-0.00269479185941636,0.302111000359556,0.965648272111209,NA
"1700093K21Rik",1.27401108914856,0.00618630244639118,0.306444620156482,0.893715886681273,NA
"1700096K18Rik",17.8820636763093,0.211627718129532,0.364205890189321,0.134382781417825,0.355031224648139
"1700101I11Rik",2.34440465866261,0.0430094060031546,0.311288634637317,0.334512673858031,NA
"1700102P08Rik",6.87222528226489,0.0194098140176094,0.298000254265762,0.819378780550204,NA
"1700105P06Rik",11.7595089623837,-0.0882176557420509,0.31195741614217,0.345124325872323,0.582798237035289
"1700108F19Rik",15.0638547352101,-0.118050536056238,0.343229592383671,NA,NA
"1700109G14Rik",1.02812587055426,-0.010968015433191,0.306847757193378,0.806412532061999,NA
"1700109H08Rik",53.055106455863,0.153774640774158,0.344232426058163,0.147335562445227,0.368994181954328
"1700109K24Rik",11.165990602996,-1.18490841732403,1.22252724293578,0.0081679612537812,0.0896679646496229
"1700112D23Rik",12.1823265486449,0.0340884976732571,0.304500006815412,0.623724336706473,0.793633343362166
"1700112J16Rik",3.28534931931273,0.0549897749990619,0.31653893070855,0.0457157387570884,NA
"1700113A16Rik",20.7430143125077,-0.000208548262146484,0.274720537247876,0.995138539009808,0.997818960906711
"1700119H24Rik",1.34689839446199,0.0230138979082644,0.309443523046553,0.500984667387369,NA
"1700120C14Rik",51.3232299498356,0.205045688616107,0.39058894278066,0.0631294483594447,0.240621385933671
"1700122E12Rik",3.01373269198392,-0.00235753075621647,0.305675237287819,0.96149846956267,NA
"1700123M08Rik",18.8988669164984,-0.044918381470643,0.282707147846342,0.708862161991823,0.850193100895052
"1700123O20Rik",450.84031967595,-0.0317821248003414,0.195487001086973,0.832400184187894,0.917521998535677
"1700124L16Rik",27.9497563814732,0.103857242126005,0.318596434199355,0.273916284761216,0.51357250416616
"1700125G22Rik",1.86327294836342,-0.00798215142626133,0.306622448803259,0.859238649178235,NA
"1700125H20Rik",1.20289773787157,-0.00104132261395977,0.307555881851625,0.978683412486093,NA
"1700126G02Rik",1.39157480711192,0.0224727863760682,0.307546759565173,0.629612740282087,NA
"1700128F08Rik",4.12620739882885,-0.051541096980966,0.303644328228581,0.533511890912571,NA
"1810006J02Rik",1.07312291850517,0.00256551684462578,0.307989660345308,0.946478471348171,NA
"1810009A15Rik",278.615396875415,-0.0206386553794258,0.247691394408529,0.886968741640107,0.94547803023072
"1810010D01Rik",10.1931546067557,-0.0204709025801713,0.294009447367529,0.825862009844323,0.913840171734356
"1810010H24Rik",26.3978119897478,0.218806661537274,0.336357207650505,0.173547203517826,0.40130264797277
"1810010K12Rik",31.6051444023394,0.0840395323526875,0.27440824215019,0.556175235665012,0.752191444250252
"1810012K08Rik",13.7802585594546,-0.0807816028313619,0.306418793226699,0.413355114032687,0.641915694070428
"1810012K16Rik",1.07536288123896,0.0144471318695262,0.308958532697976,0.631870973875195,NA
"1810013D15Rik",25.5530513254161,0.487475156641291,0.870422153567773,0.018934039730067,0.133830791672512
"1810013L24Rik",681.777258389602,-0.0999455713891334,0.206136664927208,0.492048772983572,0.704641127225454
"1810014B01Rik",82.2490181902319,-0.356536940433575,0.421710079354954,0.0684240968034103,0.250423865524654
"1810019N24Rik",7.56938676011368,0.0209822082617817,0.303623439647769,0.750288495585811,NA
"1810021B22Rik",10.3731417059304,0.0784944092411924,0.300775872427706,0.468314387764829,0.687167440134498
"1810022K09Rik",759.992757968909,0.328067854467428,0.276099429360407,0.0862975510005607,0.282627191012519
"1810024B03Rik",32.7743621637321,0.439070374587845,0.43351377646868,0.0454200060825233,0.203187924206081
"1810026B05Rik",708.081256847198,0.259004743440764,0.35475097284398,0.133881335194284,0.354508310850326
"1810030O07Rik",822.285687044358,-0.0312661364721059,0.187034212456631,0.825638521889412,0.913837579619553
"1810032O08Rik",1478.34430939055,0.0587052949736694,0.279958628824027,0.65699125367098,0.816928443704928
"1810034E14Rik",5.57021616665424,0.120983661043337,0.333260371309672,0.141665067631911,NA
"1810037I17Rik",757.168106658748,0.239747210835834,0.364680617550425,0.133951896401457,0.354611903189431
"1810043G02Rik",341.77721137687,-0.0123070638505917,0.243887268914212,0.933280225100646,0.968309953982265
"1810044D09Rik",46.2165861513451,0.0899881950675919,0.296506243261936,0.460512212734765,0.681054525738559
"1810049J17Rik",28.0244018187729,-0.0073714440282224,0.303015053761869,0.903275430382137,0.954149825821795
"1810055G02Rik",955.312705092768,-0.321337135389111,0.319669017775794,0.0925108181954916,0.292913455343562
"1810058I24Rik",2686.5110762931,0.647785539026399,0.47361852707407,0.0155421313548882,0.121986002939383
"1810059H22Rik",37.7921676475732,0.0659024491222145,0.286933033043254,0.59493022505521,0.775467617235365
"1810062G17Rik",32.0061033882394,0.191079322258018,0.335150736958382,0.192794854686912,0.42416172891295
"1810062O18Rik",4.11030385715341,-0.0165204111019202,0.299466776459393,0.829374367798072,NA
"1810064F22Rik",4.80618723922381,0.0184189701905,0.300517098791474,0.809058756756379,NA
"2010001A14Rik",32.0749183428796,1.01239577417268,1.13284423576609,0.00851495599369938,0.0911858472338971
"2010001K21Rik",1.19268251042503,0.0148464663359678,0.310060267059562,0.604366218095115,NA
"2010007H06Rik",3.92915037169821,0.13362109213191,0.340162428845782,0.11725867631517,NA
"2010008C14Rik",6.74817232492995,0.0114022123850014,0.297086440962532,0.896965142279258,NA
"2010013B24Rik",9.13300069717153,-0.04756938086715,0.299087649512262,0.607081522745199,0.78346839522255
"2010015M23Rik",26.5620313930829,-0.0391367176769116,0.281873830491681,0.744282283749253,0.872841418845994
"2010016I18Rik",13.9101312725838,-0.0824714013496208,0.323256763549492,0.0908641163554472,0.290117379227159
"2010109A12Rik",1.18008560044721,-0.0225696352303108,0.308394460306122,0.571564386327085,NA
"2010109I03Rik",26.0123911105241,0.601494681192763,0.806830743755168,0.0200140525178566,0.137635244394907
"2010110K18Rik",70.6644224856477,0.827115981919278,1.07662739003194,0.0114724574324419,0.105062711081173
"2010111I01Rik",442.167127935808,-0.292653659992535,0.294511806225861,0.113106591939244,0.324838641618309
"2010204K13Rik",199.428618778868,0.211866213554724,0.362447190957094,0.137715971939495,0.358178159282114
"2010300C02Rik",17.1654879526431,-0.00356516386876388,0.292093212305877,0.966448859078966,0.983751817167945
"2010315B03Rik",99.8734415184252,-0.00232237547032518,0.264685913009352,0.98529745015904,0.992598301110606
"2010320M18Rik",101.277387079362,0.563061841133927,0.867430663221445,0.0200056753059202,0.137635244394907
"2200002D01Rik",5.50950668588907,0.0824396582925268,0.314500374932359,0.30848138276227,NA
"2210008F06Rik",26.2502110231115,-0.0584567192157482,0.267066575293304,0.678914913147608,0.832079224509121
"2210011C24Rik",8.86973491517149,0.0639554957302848,0.315382545805576,0.226044166113926,0.460422164824287
"2210011K15Rik",1.27782115643881,-0.0276148796633823,0.310688394796958,0.352553699503303,NA
"2210016F16Rik",59.2368207920132,0.0818428127639185,0.281143535016278,0.549050857334215,0.747760226999626
"2210016L21Rik",695.608126906815,-0.200832361771441,0.163727555859804,0.150177324464746,0.372716552597295
"2210039B01Rik",2.1494124824134,-0.0280197117952517,0.308885433440476,0.513649027481555,NA
"2210406H18Rik",5.47478123104813,-0.0816919730523843,0.316579541277236,0.267170952902227,NA
"2210406O10Rik",23.1685277604927,0.0352687595243009,0.27818041652516,0.782200280751189,0.892548634472693
"2210408F21Rik",29.6977360622894,0.121473737718203,0.286630648900499,0.403975102078043,0.634371758075874
"2210408I21Rik",68.400487405484,-0.157903472386296,0.281792569216373,0.321395930660852,0.560390919580954
"2210411M09Rik",3.00041422064761,-0.0409181276829573,0.311147915819273,0.341383481871512,NA
"2210412B16Rik",7.54649540395905,-0.00796511857058056,0.297024836336684,0.922442433081619,NA
"2210418O10Rik",269.157722129162,-0.108896357156693,0.189865523833571,0.469923783375851,0.688461239981393
"2300009A05Rik",182.051233939382,0.162339341175567,0.286348599406463,0.308316158831357,0.546978684140278
"2310001H17Rik",8.85828865852991,0.0172907097355706,0.303444780812128,0.795711521311596,0.900457625369732
"2310001K24Rik",1.37888436884887,-0.0394809023991838,0.312911239980685,0.201539526467656,NA
"2310002F09Rik",3.53897896494726,0.0389742319607822,0.311803576445513,0.288896222166284,NA
"2310007B03Rik",3.06208509502627,-0.0527257366091897,0.312262321222365,0.315603604412777,NA
"2310009A05Rik",106.304060382029,0.729723647147623,0.722043534644647,0.0143321819701876,0.117567505301093
"2310009B15Rik",235.847324405643,0.669980013037997,0.661991752006635,0.0171031877216862,0.12749769052498
"2310010J17Rik",13.6948360683764,0.250461538399564,0.447233257996289,0.0304023125392023,0.168799771502282
"2310011J03Rik",600.651469215521,0.343827217856887,0.34249206452773,0.0805319276284281,0.271817973979047
"2310014F06Rik",15.2978770650397,0.146827267724194,0.324749571947737,0.238880252851862,0.475998912958496
"2310015A10Rik",47.7346094758375,0.247053782887298,0.299343258993133,0.16547793104469,0.391663640937366
"2310022A10Rik",725.104461083066,-0.0199127986652068,0.14965069017243,0.878589339334497,0.941239405226039
"2310022B05Rik",2374.07437917334,0.21912992530465,0.219079535092678,0.181094582665544,0.41124383441914
"2310026L22Rik",2.54378558289185,0.0647381749604787,0.314848610781167,0.2517877131557,NA
"2310030G06Rik",72.8081098339082,0.665411326021834,0.525073401736161,0.0152814319755381,0.120945740306764
"2310031A07Rik",2.50518452303996,0.0238060592665079,0.307805915246872,0.612426137457619,NA
"2310033P09Rik",366.918236623077,0.229663707765538,0.302392292159655,0.185891648099807,0.4172288139593
"2310034G01Rik",14.3389207045786,0.080512271064911,0.303242600934733,0.442535769929677,0.666675073058667
"2310039H08Rik",292.727512347741,0.477969543545566,0.571863640625418,0.0341972509033462,0.178279165432457
"2310039L15Rik",6.92486685254219,-0.0817850535886924,0.316963132598749,0.257548310306205,NA
"2310040G24Rik",10.8445838798199,0.117459536812744,0.332262137015255,0.139429286603401,0.360029214871044
"2310043L19Rik",1.21943782912355,-0.022370064351373,0.310720160381743,0.419475472737535,NA
"2310043M15Rik",9.72839800098753,0.0280735823638165,0.295029389713419,0.770327814039837,0.886441110805392
"2310043P16Rik",6.52121779317119,-0.00478473026616418,0.302888938182345,0.937283452560344,NA
"2310047D07Rik",4.94026577066656,-0.0668133342970748,0.308697450013186,0.405785692808657,NA
"2310057M21Rik",398.787715183139,-0.13039876697626,0.262637565049892,0.405990622196789,0.635737464175425
"2310058D17Rik",63.1400598202632,-0.286546951364191,0.34119510376339,0.117046194090674,0.330547342514107
"2310061I04Rik",551.177303410203,0.0753847870376263,0.217566042041851,0.633152087493176,0.799687607072931
"2310067P03Rik",7.86205167241688,-0.0806413157212445,0.321458667390152,0.132013823646684,NA
"2310068J16Rik",19.3051753846763,-0.071918054979991,0.290697925055291,0.548813949358233,0.747708792106655
"2310069B03Rik",2.60597898405311,-0.114749222769937,0.339033041216799,0.0239604903612798,NA
"2310074N15Rik",3.00923116896246,0.0453639805489897,0.308272011172138,0.462026700344418,NA
"2410002F23Rik",2205.77249907319,-0.268191293718893,0.190572895278139,0.0829671903611117,0.276468887744242
"2410004B18Rik",632.349678211406,0.168880000641592,0.273720750763373,0.304731472596627,0.543579757449888
"2410004P03Rik",2.80569334172925,-0.0191854579745898,0.307057062555496,0.688443176417334,NA
"2410006H16Rik",1444.26318618858,0.233362347373295,0.346966865098782,0.157553960828636,0.382242007310406
"2410012E07Rik",41.1803786224175,-0.807811793986036,0.438228252270282,0.00510885792772725,0.0716817143551044
"2410015M20Rik",993.819244590935,0.165382145269244,0.28426932427166,0.306179002798701,0.545042549101411
"2410018L13Rik",4.21965701514491,0.0275714244250039,0.308154681343439,0.556826292480718,NA
