"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"0610005C13Rik",17.2967162795169,0.103256421222097,0.251157560168336,0.147626571804492,0.600016970054098
"0610009B22Rik",230.69727154738,-0.18485415685023,0.223580093994333,0.160267578319694,0.622252926956425
"0610009E02Rik",18.7017665371208,0.016104502397784,0.224612936818268,0.751050552826118,0.953409075784094
"0610009L18Rik",19.1243509201927,0.048054764563102,0.220889954775532,0.538722215378192,0.892079203732498
"0610010F05Rik",557.429586431725,-0.404742757987972,0.284326659996777,0.0207678967006565,0.229250888045067
"0610010K14Rik",338.790358030274,-0.125932998808744,0.244213681448209,0.223899693101994,0.703119179297643
"0610012D04Rik",2.12900350887747,0.027170034484447,0.228803835876822,0.479008479626807,NA
"0610012G03Rik",804.119397279739,-0.19364146597939,0.270180172424269,0.12534020623998,0.562258782596232
"0610030E20Rik",773.365321537889,0.16835523894789,0.23066276038199,0.186829104170622,0.660719750223424
"0610033M10Rik",2.46683087379298,0.0678458642531092,0.243388350798084,0.0137271292025222,NA
"0610037L13Rik",767.71248397016,0.0359138930103461,0.202472434596717,0.720873512316213,0.947052462949416
"0610038B21Rik",38.9207901179389,0.00899175340332131,0.214969575193161,0.909167037139263,0.986216034402729
"0610039K10Rik",1.95391080494049,0.00786499208309187,0.228408730635374,0.761164390507004,NA
"0610040B10Rik",20.7371922421761,-0.0307873014706856,0.221475036038712,0.645872308916535,0.927566998713656
"0610040J01Rik",3.95188322777957,0.00175441226986503,0.228175099827199,0.946783885866371,0.991171609529128
"1010001B22Rik",10.2084745747058,-0.054808291203245,0.235976316674285,0.170071195793246,0.636003652485971
"1010001N08Rik",9.6531967082162,-0.0777917658491963,0.243104020698766,0.13681382919853,0.580312903335207
"1110002E22Rik",181.510473533353,-0.0388565740980692,0.213339898218607,0.651551049995239,0.930156567476298
"1110002J07Rik",2.43535026147332,0.0054001229959804,0.22837144171373,0.82931594395392,NA
"1110002L01Rik",275.34960075745,0.00769913143978981,0.206231223633766,0.936203914455785,0.989553003028649
"1110003F10Rik",2.65938724063032,0.0405057134980421,0.23096518617831,0.33905979435079,0.804043656006972
"1110004F10Rik",2013.5249363777,-0.125859820468446,0.143564114443582,0.267960590146772,0.744184257339812
"1110006O24Rik",24.7415007541623,0.042555039544224,0.226724310373451,0.481182085861067,0.869168241854936
"1110008L16Rik",478.47608825068,-0.0142974085591206,0.203663504827741,0.878417959404861,0.980469535631838
"1110008P14Rik",416.528884330747,-0.0802120188538655,0.215543056851962,0.425461006728982,0.847638212268999
"1110012L19Rik",298.34608134408,-0.126365209353311,0.240235309812889,0.228908254445882,0.706718996528975
"1110013H19Rik",6.63702812638873,-0.0806415191889987,0.245457436117228,0.103340815639026,0.52006122249651
"1110017D15Rik",37.5151835260693,-0.12128175787053,0.249433489718885,0.191897488624279,0.667842083469069
"1110019B22Rik",1.78679392164066,0.00167226850355822,0.227823562305056,0.954771542288842,NA
"1110019D14Rik",39.3734073495102,-0.0625094584270363,0.219549055656746,0.476496128497862,0.867831307096172
"1110020A21Rik",9.64035092136113,0.0316969968910793,0.227452316278504,0.515238993415334,0.882458337120409
"1110025M09Rik",15.883361379145,0.048322918750692,0.22360513655794,0.50482901190979,0.878283697426115
"1110032A03Rik",130.415274738874,0.175447727450752,0.213396608178937,0.179355292964612,0.650413628957872
"1110032F04Rik",2.40636096875001,-0.0141067871388572,0.230050045732181,0.475748528308341,NA
"1110035H17Rik",8.15050486631204,0.0367094441396152,0.228264708279361,0.461642135663621,0.862662239965834
"1110038B12Rik",1335.58342148596,0.0678055231078562,0.211282121894737,0.5038035808784,0.877930317416596
"1110038F14Rik",919.078796964253,-0.0502050962856014,0.215563808392905,0.565084932353342,0.900723034433315
"1110046J04Rik",33.33624120554,-0.0638838057565533,0.228546159065021,0.382693283170101,0.829996217146401
"1110051M20Rik",761.226167874362,-0.100546522814061,0.158493732674991,0.379153818325484,0.828614934958186
"1110059E24Rik",659.471416054971,-0.0435869371233703,0.176007775193516,0.701502430746449,0.941187043100381
"1110059G10Rik",255.974335179351,-0.00750759032362568,0.209162302324432,0.927906470823144,0.989536674781494
"1110065P20Rik",564.09430791707,-0.120625574496713,0.226462600273918,0.277513876677136,0.751879147871397
"1190001M18Rik",9.7985522096904,-0.090316199259631,0.244733549610165,0.175716564767215,0.643574539275205
"1190002N15Rik",19.9001835726995,0.122503350498874,0.261675908663038,0.119366665353403,0.552228765230616
"1190005I06Rik",393.560962444092,-0.0680553040145859,0.23129111601294,0.339537765676311,0.804184719646615
"1190007I07Rik",204.376139484413,-0.146742736525789,0.216752732199392,0.235042738576345,0.715235919337109
"1300002E11Rik",95.2176722402257,-0.0538086069917645,0.196790572351258,0.616107429457823,0.919118710901498
"1300014J16Rik",9.54944078833655,0.0969521838802104,0.243913891502457,0.207220714180719,0.685643974204844
"1300017J02Rik",19.8704009565119,-0.0251581531091525,0.228375673438838,0.51606112953615,0.882758102975804
"1500002C15Rik",71.2658537709072,-0.213234262975103,0.264081089628179,0.113989425541294,0.543345675897579
"1500002F19Rik",3.59086156634982,0.00458155506654,0.227997963256325,0.870180510605207,0.979262827826579
"1500004A13Rik",355.181713471568,0.227313215122607,0.217393930267716,0.0996063507170594,0.512886779395318
"1500005C15Rik",1.6050589592489,0.00653746554254924,0.228263775979132,0.812710564468721,NA
"1500009L16Rik",10.8556130108374,0.249183591907083,0.485777624356206,0.00446535154480443,0.0858092561006211
"1500011B03Rik",149.082685873786,0.22517185193659,0.289016350073664,0.0949461731048779,0.500878998243056
"1500011K16Rik",284.739211773547,-0.0467826889063838,0.218973819418546,0.56153184738031,0.899600560475072
