"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"0610005C13Rik",10.4660833229977,-0.825132607499626,1.25651692149695,0.0543689674254956,0.117168631805206
"0610009B22Rik",152.263924015424,0.239862008942857,0.432986217569505,0.515211389646043,0.651653171469718
"0610009E02Rik",29.5819163177969,0.0829802097205951,0.614623609332408,0.84020177462886,0.902671817356264
"0610009L18Rik",34.6466503223835,-0.294841024418598,0.601747821625082,0.477622896809991,0.618089037495288
"0610010F05Rik",465.093355545108,-0.298652736608751,0.263085639460714,0.228166540724952,0.357605747804124
"0610010K14Rik",292.347032416958,1.39470874957071,0.315622046143904,2.45882825408617e-06,1.92150765645863e-05
"0610012G03Rik",1230.84232034822,0.520292276068308,0.23674717136267,0.021303735498866,0.0544106305384298
"0610030E20Rik",701.356113164362,-0.169922939060543,0.251964948269695,0.475799660436168,0.616566195920048
"0610031O16Rik",3.18504140183882,-0.0740342989408764,0.77658608473501,0.748028041833493,NA
"0610037L13Rik",641.472231430713,0.163351295785922,0.260423841569439,0.509248114764568,0.645920477545316
"0610038B21Rik",34.9188772217274,-0.328722437038418,0.560393130619327,0.425858923902085,0.569039404775023
"0610039K10Rik",11.4142798807378,-0.0330651710460081,0.69223643071697,0.922837095118504,0.955936505730684
"0610040B10Rik",11.8874754150252,-0.346931036468678,0.806778520737307,0.314798053644741,0.456334114708658
"0610040J01Rik",52.5749121310364,2.26766618246837,0.693453694720416,0.000105440433116942,0.000558202380781
"1010001B22Rik",3.49268489795154,-0.169613474197472,0.795636065107037,0.479319995437055,NA
"1010001N08Rik",32.0505668306217,-2.306122215231,0.920446387103663,0.000987099513369889,0.00398524598936989
"1110002E22Rik",42.1328617881704,-2.52445289010798,1.00606246475647,0.000826560301205922,0.003417232394498
"1110002J07Rik",9.19204162062073,2.09627527018126,2.88379216192602,0.0131906370046879,0.0362876940393109
"1110002L01Rik",124.477442023671,-0.675170808001283,0.395490053363972,0.0509621535422925,0.111161403305179
"1110003F10Rik",6.45860622868826,-0.58559365733019,1.05226374841341,0.0771214851918724,0.154443943209918
"1110004F10Rik",1672.94523722111,0.389922491822487,0.220292823247045,0.0658979690224257,0.135987100458215
"1110006O24Rik",12.5345227517564,-0.347785426259503,0.757010929054717,0.36492077445521,0.508586098348613
"1110008L16Rik",182.845811666016,0.77606160165833,0.425229144524042,0.0343386188849617,0.0806235983616857
"1110008P14Rik",373.004971280884,0.460867284989407,0.32257329351899,0.119061643717307,0.217827808804858
"1110012L19Rik",249.068988081442,0.260089218795769,0.296644878262335,0.346718119496673,0.489812284363046
"1110013H19Rik",6.01657079623138,0.0780055065130719,0.73578296074764,0.807697518460679,NA
"1110017D15Rik",13.9972611200639,-2.05509258005434,1.86292849073736,0.0120864268461585,0.0337396084957621
"1110019D14Rik",33.2991426200567,0.166399949299363,0.565657314165737,0.686428231789602,0.791891769350712
"1110020A21Rik",7.22239007604627,-0.203730050686786,0.742765048915913,0.54955215903486,0.681495743163051
"1110025M09Rik",59.1885575251924,-1.08860379535175,0.576709936070585,0.0169234177691394,0.0448455951941135
"1110032A03Rik",172.085632390239,0.63875759025758,0.383088092159601,0.0592368156463273,0.125165128814632
"1110038B12Rik",826.27210227962,-0.631982189012497,0.239906710724747,0.00561278707689935,0.0177372061362513
"1110038F14Rik",554.094335200686,0.292108861805848,0.242950527302997,0.207762199395877,0.333865813428554
"1110046J04Rik",35.8240084852189,-0.303053164442279,0.581292121741787,0.465104308972917,0.60643275896376
"1110051M20Rik",527.091224725585,0.0396443770259456,0.252952306093005,0.870744924669067,0.923336582805386
"1110059E24Rik",496.068804279424,0.674202763614048,0.261408934928632,0.00630729868727115,0.0195943184407363
"1110059G10Rik",190.80079851372,0.664436776642074,0.380027742349639,0.048463525913872,0.106774172005595
"1110065P20Rik",341.261748089239,-0.224348342237154,0.312664591720782,0.43324259778957,0.576290532159069
"1190001M18Rik",6.8866982502381,0.0948777850196705,0.725883520983347,0.777764413144939,0.859137502908698
"1190002N15Rik",199.408942153763,2.48253327097752,0.395766204529212,3.76448915555787e-11,6.46786772225789e-10
"1190005I06Rik",35.6730476767011,0.0849503906310036,0.539662154187675,0.83561417747205,0.899195254946644
"1190007I07Rik",105.975397292018,-0.209528711834504,0.410943565065644,0.551912655884357,0.683373359439366
"1200007C13Rik",4.54201370670247,0.241594240613729,0.797348548138085,0.405844884657583,NA
"1300002E11Rik",76.5725078211865,-0.113856086626129,0.476910961122419,0.765045591320657,0.849424139034096
"1300014J16Rik",13.5873713587866,-0.956773893803319,1.34708603904529,0.047630098720673,0.105198982277156
"1500002C15Rik",73.8680927166527,-1.03772480463237,0.51088919366388,0.0137694401776315,0.0376894864823164
